year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description,source_csv,also_scored_in
1974,House,93,2,10,S.,3203,S3203-93,Hospital Bargaining,conference report,1974-07-11,Adopted,205,193,Y,Y=Right; N=Wrong,804,https://voteview.com/rollcall/RH0930804,,3,"Since 1947 when the Taft-Hartley Act excluded non-profit hospital workers from coverage under the National Labor Relations Act, these workers, numbering an estimated 1.3 million in 1973, have been denied the basic trade union rights taken for granted by millions of other workers. In 1974, Congress remedied this situation by passing legislation bringing these workers under NLRA protection. The key vote in the House came on July 11 when by a 205-193 vote the House approved the conference report giving non-profit hospital workers collective bargaining rights. For - Right. Against - Wrong.",house_1974.csv,
1974,Senate,93,2,11,S.,707,S707-93,Consumer Protection Agency,motion to table,1974-07-16,Agreed to,49,42,Y,Y=Right; N=Wrong,887,https://voteview.com/rollcall/RS0930887,,4,"In an effort to scuttle the House-passed Consumer Protection Agency, anti-consumer senators sought to treat labor as a commodity by placing labor-management relations within the new agency's jurisdiction. The amendment was tabled by the Senate 49-42 on July 16. For Tabling - Right. Against - Wrong.",senate_1974.csv,
1974,Senate,93,2,10,S.,1566,S1566-93,Anti-Strike Injunctions,motion to recommit,1974-07-17,Rejected,31,65,Y,Y=Right; N=Wrong,891,https://voteview.com/rollcall/RS0930891,,4,"The Senate passed a so-called ""emergency"" strike bill affecting West Coast maritime trade with Hawaii and other Pacific Islands that would permit island officials or employers to obtain a 160-day injunction over and above the 80-day cooling-off period provided under the 1947 Taft-Hartley Act. A labor-supported attempt by Sen. Javits (R-N.Y.) to recommit and thus kill the bill failed by a 31-65 vote July 17. For Recommittal - Right. Against - Wrong.",senate_1974.csv,
1974,House,93,2,11,H.R.,16090,HR16090-93,Union Political Rights,motion to recommit,1974-08-08,Rejected,164,243,N,Y=Wrong; N=Right,876,https://voteview.com/rollcall/RH0930876,tally 164-213 -> 164-243 per Voteview roll 876,3,"During House action on the federal election campaign reform bill, Rep. William Dickinson (R-Ala.) attempted to include a provision that would have severely crippled COPE-type political campaign activities. If approved, Rep. Dickinson's recommittal motion would have required each union voluntary campaign fund to include the name of every contributor as well as individual specified candidates to whom the contribution would be given. In a key vote, however, the House on Aug. 8 rejected the Dickinson amendment by a 164-213 vote. For - Wrong. Against - Right.",house_1974.csv,
1975,Senate,94,1,17,S.Res.,4,SRES4-94,Filibuster Rule Reform,motion to table,1975-02-20,Agreed to,51,42,Y,Y=Right; N=Wrong,14,https://voteview.com/rollcall/RS0940014,date 1975-02-15 -> 1975-02-20 per Voteview roll 14: Feb. 15 1975 was a Saturday and the Senate held no roll call that day,6,"At the start of the 94th Congress, labor and civil rights groups again supported efforts to liberalize the Senate's rule for ending filibusters. As in previous years, the first major procedural hurdle was whether a new Senate - before adopting its rules - could end debate by a simple majority vote. Sen. Pearson (R-Kan.) moved to close debate on a proposed change in the filibuster rule and Sen. Mansfield (D-Mont.) raised a point-of-order against the motion to bring the issue to a vote. When the Senate on Feb. 15 approved, 51-42, a motion by Sen. Mondale (D-Minn.) to table the Mansfield point of order, the Senate affirmed its right to close debate by majority vote at the beginning of a new Congress. This key vote eventually led to a change in the filibuster rule, whereby cloture could be obtained with 60 votes. For tabling - Right. Against tabling - Wrong.",senate_1975.csv,
1975,Senate,94,1,9,H.R.,2166,HR2166-94,Tax Reform - Foreign Profits,motion to table,1975-03-19,Rejected,44,52,N,Y=Wrong; N=Right,78,https://voteview.com/rollcall/RS0940078,,6,"The AFL-CIO has long sought revisions in the tax code to permit the fair taxation of profits earned by U.S.-based multinational companies. In Senate debate on a multi-billion-dollar tax reduction bill, Sen. Hartke (D-Ind.) sponsored an amendment to partially close this loophole. His proposal would repeal the foreign tax credit on all foreign oil-related income, making it instead a deduction while providing that such oil related income be taxed at a 24 percent tax rate. An effort by Sen. Curtis (R-Neb.) to table this labor-backed proposal was rejected by 44-52 on Mar. 19. This defeat paved the way for inclusion of the Hartke provision in the tax bill later passed by the Senate. The provision was, however, watered down in the final conference report on the tax rebate bill eventually signed into law. For tabling - Wrong. Against tabling - Right.",senate_1975.csv,
1975,Senate,94,1,11,S.,622,S622-94,Oil Price Controls (2),motion to table,1975-04-09,Rejected,42,45,Y,Y=Right; N=Wrong,126,https://voteview.com/rollcall/RS0940126,,6,"During earlier Senate consideration of the omnibus energy bill, efforts were similarly made to end oil price controls. A heated battle took place on an amendment by Sen. Johnston (D-La.) to decontrol prices on oil from existing wells recovered by secondary and tertiary means. An effort by Sen. Jackson (D-Wash.) to table the proposal was rejected 42-45 on Apr. 9. The failure of this tabling motion led to the eventual partial decontrol of this oil. For - Right. Against - Wrong.",senate_1975.csv,
1975,House,94,1,20,H.R.,5901,HR5901-94,Federal School Funds,amendment,1975-04-16,Adopted,259,143,Y,Y=Right; N=Wrong,84,https://voteview.com/rollcall/RH0940084,,5,"A combination of runaway inflation and budget cuts in education by the Nixon and Ford Administrations has played a major role in the current financial crisis facing the nation's schools. To alleviate this situation, the House, in debate on the fiscal 1976 Education Appropriations bill, approved 259-143 on Apr. 16 an amendment by Representatives Roybal (D-Calif.), Obey (D-Wis.), and Stokes (D-Ohio) increasing education spending by $487 million. President Ford's later veto of this appropriations bill was overridden. For - Right. Against - Wrong.",house_1975.csv,
1975,Senate,94,1,1,H.R.,4481,HR4481-94,Emergency Jobs,amendment,1975-04-25,Rejected,22,47,N,Y=Wrong; N=Right,150,https://voteview.com/rollcall/RS0940150,"position Y -> N: the printed marker `For - Right.` is inverted against the card's own paragraph, which opposes the Johnston amendment that roll 150 put; date and tally are as printed",6,"During deliberations on a comprehensive $6.1 billion emergency jobs appropriations bill, Sen, Johnston (D-La.) attempted to slash in half the $1.6 billion allocated for creation of public service jobs. His amendment was offered at a time when unemployment was at its highest level since the depression. More funding of public service jobs had been endorsed in the AFL-CIO General Board's economic recovery program. The Senate rejected the Johnston proposal on Apr. 25 by a vote of 22-47. For - Right. Against - Wrong.",senate_1975.csv,
1975,Senate,94,1,3,S.Con.Res.,32,SCONRES32-94,The Federal Budget,amendment,1975-04-30,Rejected,29,64,Y,Y=Right; N=Wrong,155,https://voteview.com/rollcall/RS0940155,,6,"Utilizing the new budget process for the first time, the Senate Budget Committee focused its main effort on reducing the deficit instead of reducing the unemployment rate. The result was a Senate budget resolution that failed to provide the needed economic stimulus to put America back to work. When the Senate considered the Budget Committee resolution, it rejected 29-64 on Apr. 30 an amendment by Sen. Mondale (D-Minn.) adding $9 billion for various jobs-creating programs. The Mondale amendment would have provided an estimated one million jobs. For - Right. Against - Wrong.",senate_1975.csv,
1975,Senate,94,1,21,S.,409,S409-94,Wage-Price Controls,motion to table,1975-05-06,Rejected,41,47,Y,Y=Right; N=Wrong,164,https://voteview.com/rollcall/RS0940164,,6,"A remnant of the discredited experiment in economic controls, the Wage-Price Council was established by President Ford in 1974 with statutory power to do little more than questionable inflation-monitoring. During debate on legislation to extend the council for one year, Sen. Stevenson (D-Ill.) tried to expand the authority of the agency principally by granting it power to subpoena data on wages and productivity. Labor backed an effort by Sen. Tower (R-Tex.) to table the Stevenson amendment. The Senate, however, by a 41-47 vote on May 6 rejected Tower's effort. For tabling - Right. Against tabling - Wrong.",senate_1975.csv,
1975,Senate,94,1,20,S.,200,S200-94,Consumer Agency,amendment,1975-05-12,Rejected,36,52,N,Y=Wrong; N=Right,170,https://voteview.com/rollcall/RS0940170,,6,An attempt by anti-consumer senators to block labor-backed legislation creating an Agency for Consumer Advocacy was rejected by the Senate. A proposal by Sen. Weicker (R-Conn.) sought to erode labor's support for the bill by placing labor-management relations under the agency's jurisdiction. The Weicker proposal was rejected 36-52 on May 12. For - Wrong. Against - Right.,senate_1975.csv,
1975,House,94,1,23,H.R.,4296,HR4296-94,Farm Bill Veto,veto override,1975-05-13,Rejected,245,182,Y,Y=Right; N=Wrong,144,https://voteview.com/rollcall/RH0940144,,5,"Despite declining farm income and skyrocketing production costs which have financially squeezed small farmers, President Ford vetoed a one-year emergency farm bill that would have improved income guarantees to farmers while protecting consumers. The legislation had the strong backing of labor, consumer and various farm groups. On May 13, the House by a 245-182 vote fell 40 votes short of the two-thirds margin needed for override. For - Right. Against - Wrong.",house_1975.csv,
1975,House,94,1,3,H.R.,5247,HR5247-94,Public Works Jobs,passage,1975-05-20,Passed,312,86,Y,Y=Right; N=Wrong,163,https://voteview.com/rollcall/RH0940163,,2,"Amid threats of still another presidential veto, the House on May 20 passed 312-86 a public works authorization bill allocating $5 billion in federal aid to states and local communities for public works construction programs. Needed public works programs are high on the AFL-CIO agenda because they create useful jobs. First priority for spending under the legislation was given to those areas where unemployment exceeded the national rate. For - Right. Against - Wrong.",house_1975.csv,
1975,House,94,1,18,H.R.,6219,HR6219-94,Voting Rights Act,amendment,1975-06-03,Rejected,133,279,N,Y=Wrong; N=Right,183,https://voteview.com/rollcall/RH0940183,"tally 134-279 -> 133-279 per Voteview roll 183, the bail-out amendment the card describes; roll 182 of the same day matches the printed yea at 134-269 but is the WIGGINS substitute where the card names Butler, and the roster grid picks 183 at 100% against 182's 92%",4,"The 1965 landmark Civil Rights Act curbed the use of discriminatory voting practices and has resulted in significant increases in minority voting participation. Labor-supported legislation extending the act for 10 years and broadening its protections was passed by Congress and signed into law in 1975. Prior to House passage of the bill, Rep. Butler (R-Va.) offered a crippling amendment allowing states to be exempted from coverage if they met certain minimal ""escape"" provisions. The proposal was strongly opposed by labor, civil rights and other groups, and the House rejected it 134-279 on June 3. For - Wrong. Against - Right.",house_1975.csv,
1975,House,94,1,1,H.R.,4481,HR4481-94,Emergency Jobs Veto,veto override,1975-06-04,Rejected,277,145,Y,Y=Right; N=Wrong,188,https://voteview.com/rollcall/RH0940188,,2,With the recession deepening and national unemployment at 9.2 percent - the highest since 1941 - President Ford in late May vetoed labor-backed emergency employment legislation appropriating $5.3 billion to create over 1 million jobs for the unemployed. The AFL-CIO General Board had recommended enactment of such legislation to stimulate economic recovery and relieve high unemployment. The House effort to override this veto on June 4 was blocked by a coalition of conservative Democrats and Republicans and the 277-145 override vote fell 5 votes short of the necessary two-thirds margin. For - Right. Against - Wrong.,house_1975.csv,
1975,Senate,94,1,22,S.,920,S920-94,Defense Spending,amendment,1975-06-05,Rejected,32,57,N,Y=Wrong; N=Right,206,https://voteview.com/rollcall/RS0940206,,6,"During debate on the 1976 Defense Authorization bill, numerous unsuccessful attempts were made to suspend development of various weapons systems. One such amendment offered by Sen. McGovern (D-S.Dak.) would have cut off funding for the continued development of the B-1 strategic bomber. The Senate rejected the amendment by a 32-57 vote on June 5. For - Wrong. Against - Right.",senate_1975.csv,
1975,House,94,1,22,H.R.,25,HR25-94,Strip Mining Veto,veto override,1975-06-10,Rejected,278,143,Y,Y=Right; N=Wrong,200,https://voteview.com/rollcall/RH0940200,,5,"Labor-backed environmental legislation providing minimum federal standards for state development of mandatory strip mining control laws became another veto victim of President Ford in 1975. The legislation was in response to serious environmental devastation caused by surface mining companies in their strip mining operations. In an effort to override the veto on June 10, the House failed to muster the two-thirds vote needed as the 278-143 vote was three votes short. For - Right. Against - Wrong.",house_1975.csv,
1975,Senate,94,1,7,S.,1662,S1662-94,Food Stamps for the Unemployed,amendment,1975-06-10,Adopted,61,35,Y,Y=Right; N=Wrong,216,https://voteview.com/rollcall/RS0940216,,6,"With millions of Americans unemployed, many jobless persons have faced unnecessary delays in being certified for food stamps. Delays in receiving benefits have lasted as long as three months. To remedy this situation, Senators Dole (R-Kan.) and McGovern (D-S.Dak.) during debate on a minor welfare reform bill offered an amendment establishing procedures for immediate benefit certification for the unemployed while verification of their eligibility was being determined. On June 10 the Senate approved the proposal 61-35. No further action has been taken. For - Right. Against - Wrong.",senate_1975.csv,
1975,House,94,1,2,H.R.,4485,HR4485-94,Emergency Housing Veto,veto override,1975-06-25,Rejected,268,157,Y,Y=Right; N=Wrong,259,https://voteview.com/rollcall/RH0940259,date 1975-06-04 -> 1975-06-25 per Voteview roll 259: the card repeats record 1's date for the housing veto override; 268-157 occurs once in the whole 94th House,2,"Legislation to stimulate the depressed housing industry - another program strongly backed by the AFL-CIO General Board - similarly fell victim to another Ford veto. The vetoed bill, by providing some $1.35 billion in housing subsidy assistance for both new construction and rehabilitation of more than 500,000 housing units over the next year, would have created an estimated 800,000 jobs in construction and related industries. The legislation also included a program of low-interest mortgage assistance loans to help jobless workers meet these payments. Once again the House effort to overcome Ford's veto was blocked by the conservative coalition as the 268-157 override vote on June 4 fell 16 votes short of the two-thirds margin needed. For - Right. Against - Wrong.",house_1975.csv,
1975,House,94,1,9,H.R.,8069,HR8069-94,Job Safety,amendment,1975-06-25,Rejected,186,231,N,Y=Wrong; N=Right,260,https://voteview.com/rollcall/RH0940260,,3,"During debate on the Labor-HEW Appropriations bill, Rep. Findley (R-Ill.) renewed his yearly efforts to cripple the Occupational Safety & Health Act. His amendment would have prohibited the Occupational Safety & Health Administration from penalizing first violations of job safety regulations on any work site with fewer than 26 workers. His proviso would have effectively denied job safety protection to more than 30 percent of the workers and 90 percent of the work sites presently covered by the law. The proposal was strongly opposed by the AFL-CIO, and the House on June 25 rejected it 186-231. For - Wrong. Against - Right.",house_1975.csv,
1975,Senate,94,1,15,H.R.,6219,HR6219-94,Voting Rights Act,amendment,1975-07-24,Rejected,38,57,N,Y=Wrong; N=Right,321,https://voteview.com/rollcall/RS0940321,,6,"In 1975 Congress approved legislation extending the Voting Rights Act for ten years and broadening its coverages to other minorities. During Senate debate, anti-civil rights forces led by Sen. Scott (R-Va.) unsuccessfully attempted to cripple the legislation. Scott tried to allow states covered by the act to go to local federal courts instead of the federal district court in Washington, D.C., in efforts to ""escape"" from coverage under the law or to obtain approval of changes in their election laws. The Senate rejected his amendment 38-57 on July 24. For - Wrong. Against - Right.",senate_1975.csv,
1975,House,94,1,6,H.R.,5900,HR5900-94,Situs Picketing Rights (1),passage,1975-07-25,Passed,230,177,Y,Y=Right; N=Wrong,326,https://voteview.com/rollcall/RH0940326,tally 230-178 -> 230-177 per Voteview roll 326,2,"The House on July 25 passed 230-178, legislation giving construction workers situs picketing rights. Sought by organized labor since 1951 when a Supreme Court decision had interpreted such action to be an illegal secondary boycott, the bill gave building tradesmen the same rights that industrial workers have to picket a job site in order to publicize a dispute with their employers. For - Right. Against - Wrong.",house_1975.csv,
1975,Senate,94,1,2,S.,1587,S1587-94,Public Works - Jobs,amendment,1975-07-29,Adopted,58,36,Y,Y=Right; N=Wrong,347,https://voteview.com/rollcall/RS0940347,,6,"Ignoring threats of still another veto of jobs legislation, the Senate passed a multi-billion dollar accelerated public works employment bill. The bill included $2 billion in special funding to financially distressed state and local governments suffering from excessive unemployment. These funds had been added by way of an amendment by Sen. Muskie (D-Me.) which the Senate had approved on July 29 by a 58-36 vote. Final House approval of a conference report on this legislation is now pending. For - Right. Against - Wrong.",senate_1975.csv,
1975,House,94,1,14,H.R.,7014,HR7014-94,Oil Price Controls (1),amendment,1975-07-30,Adopted,218,207,Y,Y=Right; N=Wrong,347,https://voteview.com/rollcall/RH0940347,,4,"Despite record high profits of the energy industry over the past few years directly contributing to the nation's inflationary problems, the oil lobby continued its efforts in 1975 to seek decontrol of oil prices. The major effort came during House consideration of an omnibus energy conservation bill. The House rejected outright decontrol and instead approved a compromise proposal by Representatives Staggers (D-W.Va.) and Eckhardt (D-Tex.) retaining price controls on oil from existing wells, rolling back the inflated price of ""new"" oil and establishing a three-tier system of oil pricing. The labor-backed amendment was approved by a 218-207 vote on July 30. For - Right. Against - Wrong.",house_1975.csv,
1975,Senate,94,1,18,S.,1281,S1281-94,Housing Discrimination,amendment,1975-09-04,Rejected,40,41,N,Y=Wrong; N=Right,381,https://voteview.com/rollcall/RS0940381,,6,"In the first session, Congress also passed legislation designed to prevent the practice of ""redlining"" by mortgage lenders in metropolitan areas and thereby encourage credit allocation to inner-city housing. ""Redlining"" arbitrarily denies mortgage loans for housing in these sections of the nation's cities. During debate on this legislation, Sen. Garn (R-Utah) led efforts to gut the redlining disclosure provisions. His substitute bill would have limited the number of cities in which mortgage lenders would be required to disclose the amount of mortgage money lent over the next three years. The Senate narrowly rejected the Garn proposal on Sept. 4, by 40-41. For - Wrong. Against - Right.",senate_1975.csv,
1975,Senate,94,1,10,S.,1849,S1849-94,Oil Price Controls (1),veto override,1975-09-10,Rejected,61,39,Y,Y=Right; N=Wrong,388,https://voteview.com/rollcall/RS0940388,,6,"Under pressure from the oil industry, the Senate on Sept. 10 failed to obtain the two-thirds majority needed to override President Ford's veto of labor-backed legislation continuing price ceilings on domestic oil for six months. The temporary extension was needed to give Congress time to complete action an a pending comprehensive conservation bill that included provisions dealing with oil price controls. The Senate vote of 61-39 was six votes shy of the margin needed for the veto override. Total oil price decontrol was avoided, however, as a later compromise energy bill partially retained price controls for 39 months. For - Right. Against - Wrong.",senate_1975.csv,
1975,Senate,94,1,19,H.R.,5901,HR5901-94,Federal School Funds Veto,veto override,1975-09-10,Passed,88,12,Y,Y=Right; N=Wrong,389,https://voteview.com/rollcall/RS0940389,,6,"As part of his broad-based attack on federal spending for social programs, President Ford - ignoring the financial crunch facing the nation's school systems - vetoed in early August a $7.9 billion education appropriations bills for fiscal 1976. The AFL-CIO supported the appropriations bill and backed the Senate override effort. On Sept. 10 the Senate by a vote of 88 to 12 achieved the two-thirds margin needed to override the veto. The House similarly overrode Ford's action and the bill was enacted into law. For - Right. Against - Wrong.",senate_1975.csv,
1975,Senate,94,1,14,S.Res.,239,SRES239-94,Federal Pay Raise Reduction,passage,1975-09-18,Rejected,39,53,Y,Y=Right; N=Wrong,398,https://voteview.com/rollcall/RS0940398,,6,President Ford succeeded in persuading the Senate to make federal workers bear the burden of his ineffective inflation-fighting efforts. The Senate on Sept. 18 rejected 39-53 a resolution to disapprove the President's recommendation to slash federal wage increases from 8.6 percent to 5 percent. The AFL-CIO strongly opposed the President's recommendation. For disapproval - Right. Against disapproval - Wrong.,senate_1975.csv,
1975,House,94,1,15,H.R.,7014,HR7014-94,Oil Price Control (2),motion to recommit,1975-09-23,Rejected,171,232,N,Y=Wrong; N=Right,404,https://voteview.com/rollcall/RH0940404,,4,"Prior to passage of the labor-backed comprehensive energy bill, the Ford Administration, bowing to oil industry opposition to the bill, threatened a veto of the measure. In a last-ditch effort to kill it, Rep. Brown (R-Ohio) attempted to have the bill recommitted to eliminate the price control provisions. The House rejected the Brown recommittal motion 171-232 on Sept. 23. For Recommittal - Wrong. Against Recommittal - Right.",house_1975.csv,
1975,Senate,94,1,16,H.R.,8069,HR8069-94,Civil Rights - Busing,amendment,1975-09-24,Adopted,51,45,N,Y=Wrong; N=Right,411,https://voteview.com/rollcall/RS0940411,,6,"During Senate consideration of the Labor-HEW Appropriations bill, numerous efforts were made to limit severely the right of the courts and the Dept. of Health, Education & Welfare to require busing as a means of enforcing compliance with the Constitution. One such amendment, offered by Sen. Byrd (D-W.Va.), blocked HEW from seeking quality, integrated education by prohibiting the use of funds to require the transportation of any student to a school other than the closest school offering the courses of study pursued by that student. The Senate approved the Byrd amendment 51-45 on Sept. 24. For - Wrong. Against - Right.",senate_1975.csv,
1975,Senate,94,1,8,H.R.,8069,HR8069-94,Job Safety,amendment,1975-09-24,Adopted,48,45,N,Y=Wrong; N=Right,414,https://voteview.com/rollcall/RS0940414,,6,"Reacting to a business-sponsored campaign to gut the Occupational Safety & Health Act, the Senate approved an amendment sponsored by Sen. Curtis (R-Neb.). The amendment, added to the Labor-HEW appropriation bill, prohibited funds from being used to enforce OSHA at firms employing three or fewer workers. The amendment denied protection of the law to nearly 6 percent of the workforce. The Senate on Sept. 24 agreed 48-45 to this weakening amendment. The amendment was dropped, however, in the conference report on the bill. For - Wrong. Against - Right.",senate_1975.csv,
1975,Senate,94,1,12,S.,2310,S2310-94,Natural Gas Price Decontrol,motion to table,1975-10-02,Rejected,45,50,Y,Y=Right; N=Wrong,427,https://voteview.com/rollcall/RS0940427,,6,Consumers can expect to pay even higher prices for natural gas as the result of an amendment by Senators Pearson (R-Kan.) and Bentsen (D-Tex.) providing for eventual phase-out of federal price controls on gas shipped in interstate commerce. Their amendment was added to a short-term emergency bill dealing with predicted winter gas shortages. A labor-backed effort by Sen. Hollings (D-S.C.) to table and thus kill the proposal was defeated on Oct. 2 by a 45-50 vote. The House will consider this legislation in the second session. For tabling - Right. Against tabling - Wrong.,senate_1975.csv,
1975,House,94,1,17,H.R.,8617,HR8617-94,Hatch Act Reform,amendment,1975-10-21,Rejected,147,260,N,Y=Wrong; N=Right,461,https://voteview.com/rollcall/RH0940461,,4,"The 1939 Political Activity Act, commonly known as the Hatch Act, now prohibits some 2.8 million federal and postal employes from participating in partisan political activities. Reform legislation designed to correct this inequity while also strengthening existing restrictions against political coercion of federal workers was passed by the House in late 1975. During debate, the House on Oct. 21 rejected 147-260 an amendment by Rep. Fisher (D-Va.) that would have maintained nearly all the prohibitions against federal worker participation in the political process. The legislation is now before the Senate. For - Wrong. Against - Right.",house_1975.csv,
1975,House,94,1,5,H.R.,8672,HR8672-94,Railroad Jobs,passage,1975-10-23,Passed,261,129,Y,Y=Right; N=Wrong,475,https://voteview.com/rollcall/RH0940475,,2,"Amid continuing threats of a presidential veto, the House on Oct. 23 approved 261-129 labor-endorsed railroad legislation. The bill authorized $240 million for the employment of jobless railroad workers and others in the rehabilitation and repair of dilapidated railroad track and roadbeds. For - Right. Against - Wrong.",house_1975.csv,
1975,House,94,1,19,H.R.,10024,HR10024-94,Housing Discrimination,amendment,1975-10-31,Rejected,165,167,N,Y=Wrong; N=Right,487,https://voteview.com/rollcall/RH0940487,,5,"Congress passed and the President signed into law legislation to restrict the practice of ""redlining"" certain urban areas by mortgage lenders. The redlining practice arbitrarily denies mortgage loans for housing and has been a major cause of inner-city decline. The House, in passing a comprehensive banking bill, included a provision requiring lenders in metropolitan areas to disclose over a four-year period the amount of mortgage money being made available in urban neighborhoods. The provision would thus discourage redlining and encourage credit allocation for inner city housing. During debate on the bill Rep. Brown (R-Mich.) attempted to gut this anti-discrimination feature by limiting it to only certain metropolitan areas. The House, however, rejected this attempt 165-167 on Oct. 31. For - Wrong. Against - Right.",house_1975.csv,
1975,House,94,1,21,H.R.,7575,HR7575-94,Consumer Protection,amendment,1975-11-06,Rejected,175,233,N,Y=Wrong; N=Right,496,https://voteview.com/rollcall/RH0940496,,5,"In an effort to scuttle labor-backed legislation establishing an Agency for Consumer Advocacy, anti-consumer forces led by Rep. Fuqua (D-Fla.) sought to place labor-management relations within the new agency's jurisdiction. The amendment, strongly backed by the Chamber of Commerce, National Association of Manufacturers and other anti-consumer groups, was an effort to kill the legislation. The House on Nov. 6 rejected the amendment 175-233. For - Wrong. Against - Right.",house_1975.csv,
1975,House,94,1,4,H.Con.Res.,466,HCONRES466-94,The Federal Budget,amendment,1975-11-12,Adopted,213,203,Y,Y=Right; N=Wrong,513,https://voteview.com/rollcall/RH0940513,,2,"During debate on the second budget resolution setting fiscal 1976 spending and revenue levels, the House on Nov. 12 approved 213-203 a labor-backed amendment offered by Rep. O'Neill increasing spending for programs including jobs and education. The amendment bumped funding by some $8.5 billion in budget authority and $1.1 billion in outlays over the Budget Committee recommendations. Of the total budget authority in the ""package"" amendment, 16 percent was for jobs and education. For - Right. Against - Wrong.",house_1975.csv,
1975,House,94,1,8,H.R.,10647,HR10647-94,Food Stamp Cutback,amendment,1975-11-13,Rejected,159,230,N,Y=Wrong; N=Right,519,https://voteview.com/rollcall/RH0940519,,3,"During House debate on a supplemental appropriations bill, Rep. Findley (R-Ill.) attempted to severely cripple the food stamp program. Findley's amendment would have effectively prohibited benefits to many needy people including the working poor, the elderly and the families of both unemployed and striking workers. The House, on November 13, rejected this crippling amendment 159-230. For - Wrong. Against - Right.",house_1975.csv,
1975,Senate,94,1,4,H.R.,5900,HR5900-94,Situs Picketing (1),cloture,1975-11-18,Agreed to,62,37,Y,Y=Right; N=Wrong,500,https://voteview.com/rollcall/RS0940500,,6,"Legislation long sought by organized labor to give construction workers job site picketing rights ran headlong into a conservative-backed Senate filibuster. The Senate, however, broke the filibuster on Nov. 18. A cloture motion to end debate by Sen. Kennedy (D-Mass.) approved 62-37, gained the necessary 60 votes required under the new Senate filibuster rule. For cloture - Right. Against cloture - Wrong.",senate_1975.csv,
1975,Senate,94,1,5,H.R.,5900,HR5900-94,Situs Picketing (2),passage,1975-11-19,Passed,52,45,Y,Y=Right; N=Wrong,523,https://voteview.com/rollcall/RS0940523,,6,"On Nov. 19, the Senate passed 52-45 its version of the situs picketing bill. Before passage, the Senate had grafted onto the measure a second bill endorsed by the AFL-CIO and strongly pushed by President Ford promoting stability in construction industry bargaining. For - Right. Against - Wrong.",senate_1975.csv,
1975,House,94,1,10,H.R.,10612,HR10612-94,Tax Reform - Real Estate Loophole,amendment,1975-12-04,Rejected,192,226,Y,Y=Right; N=Wrong,546,https://voteview.com/rollcall/RH0940546,,3,"In action on the first major tax reform bill since 1969, the House rejected a labor-backed reform amendment further closing an important real estate tax loophole. Introduced by Rep. Mikva (D-Ill.), the proposal would have prevented real estate investors from offsetting actual profits from one property with artificial ""paper losses"" from another. The House rejected the amendment 192-226 on Dec. 4. For - Right. Against - Wrong.",house_1975.csv,
1975,House,94,1,11,H.R.,10612,HR10612-94,Tax Reform - Export Subsidy Loophole,amendment,1975-12-04,Rejected,199,223,Y,Y=Right; N=Wrong,550,https://voteview.com/rollcall/RH0940550,,3,"A second tax reform amendment to reduce from five to three years the tax loophole allowing firms to defer export profits through the Domestic International Sales Corp. (DISC) programs was also defeated. Introduced by Rep. Karth (D-Minn.), this reform was rejected by 199-223 on Dec. 4. For - Right. Against - Wrong.",house_1975.csv,
1975,House,94,1,12,H.R.,10612,HR10612-94,Tax Reform - Spending Ceiling,motion to recommit,1975-12-04,Rejected,202,220,N,Y=Wrong; N=Right,551,https://voteview.com/rollcall/RH0940551,,3,"Prior to passage, Rep. Schneebeli (R-Pa.) attempted to send the tax bill back to committee with instructions to add an Administration-backed federal spending ceiling for 1976. The ceiling was designed to force an indiscriminate federal spending cutback in exchange for President Ford's approval of the tax bill. The House rejected the move 202-220 on Dec. 4. For Recommittal - Wrong. Against Recommittal Right.",house_1975.csv,
1975,House,94,1,13,H.R.,10612,HR10612-94,Tax Reform - Passage,passage,1975-12-04,Passed,257,168,Y,Y=Right; N=Wrong,552,https://voteview.com/rollcall/RH0940552,,3,"Although the real estate and DISC tax reform amendments were blocked, the House approved other major reform amendments strongly backed by the AFL-CIO. These amendments deleted from the bill a ""give-away"" provision allowing wealthy individuals to use current capital losses to recover past taxes, tightened the minimum tax on persons whose income would otherwise escape taxation and retained a withholding tax on earnings of foreign investors in U.S. firms. The bill also continued through 1976 tax reductions approved by Congress earlier in the year. The AFL-CIO thus supported final passage of the combination tax reform-tax cut bill which the House approved 257-168 on Dec. 4. For - Right. Against - Wrong.",house_1975.csv,
1975,House,94,1,16,H.R.,8631,HR8631-94,Nuclear Energy Development,passage,1975-12-08,Passed,329,61,Y,Y=Right; N=Wrong,559,https://voteview.com/rollcall/RH0940559,,4,"Essential to the national goal of energy independence is the continued development of nuclear power as an alternative energy source. The 1957 Price-Anderson Act, a mandatory multi-million dollar program of private and federal liability insurance, protects the public against loss in the event of an accident at a nuclear power plant site. This law has spurred the development of nuclear power from the experimental energy stage to where it now is a significant source of energy for consumers. Late in 1975, labor-endorsed legislation to extend this law for 10 years and increase the limits of liability was approved by Congress and signed into law. On Dec. 8 the House approved 329-61 extension of this important supplemental energy program. For - Right. Against - Wrong.",house_1975.csv,
